Brand,Processor,RAM (GB),Storage,Operating System,Price ($)
Apple,AMD Ryzen 3,4,2TB SSD,Windows,1449.63
HP,Intel i7,4,256GB SSD,Windows,1278.89
Asus,Intel i3,32,2TB SSD,FreeDOS,1121.49
Razer,Intel i3,4,1TB SSD,FreeDOS,1177.7
Acer,Intel i9,32,2TB SSD,FreeDOS,4494.31
Acer,AMD Ryzen 9,8,2TB SSD,Linux,1885.48
HP,Intel i5,64,1TB HDD,Windows,2768.58
HP,AMD Ryzen 7,8,256GB SSD,Windows,1375.11
Asus,Intel i7,32,512GB SSD,macOS,2054.39
Apple,AMD Ryzen 9,4,1TB SSD,Windows,1771.8
HP,Intel i5,32,512GB SSD,Linux,1330.24
Asus,AMD Ryzen 5,64,1TB HDD,macOS,3180.14
HP,Intel i3,16,512GB SSD,macOS,1046.03
Acer,AMD Ryzen 5,4,1TB HDD,FreeDOS,1324.97
Asus,Intel i3,8,512GB SSD,FreeDOS,945.14
MSI,Intel i9,32,512GB SSD,Windows,6260.08
Lenovo,Intel i3,32,256GB SSD,Linux,1426.87
HP,Intel i9,32,1TB SSD,FreeDOS,3708.89
Razer,AMD Ryzen 5,64,256GB SSD,macOS,5612.45
Dell,AMD Ryzen 3,8,2TB SSD,macOS,895.07
Samsung,Intel i3,8,1TB HDD,Linux,860.15
Razer,AMD Ryzen 5,32,1TB SSD,Linux,3564.07
HP,Intel i9,16,512GB SSD,macOS,3585.24
Razer,Intel i7,8,256GB SSD,Linux,2105.68
Samsung,Intel i3,64,256GB SSD,macOS,2746.23
Dell,Intel i3,32,256GB SSD,macOS,1618.88
MSI,Intel i9,32,512GB SSD,macOS,5547.08
Asus,Intel i7,4,1TB SSD,FreeDOS,1263.98
Microsoft,AMD Ryzen 9,64,512GB SSD,Linux,3563.86
HP,Intel i3,16,2TB SSD,Linux,1276.79
Asus,Intel i9,4,1TB HDD,Windows,2169.37
Samsung,Intel i9,16,2TB SSD,Windows,3356.86
Asus,AMD Ryzen 7,4,1TB HDD,Linux,1685.91
Dell,Intel i9,64,512GB SSD,Linux,2472.43
HP,AMD Ryzen 3,8,256GB SSD,Windows,742.84
Microsoft,AMD Ryzen 9,32,2TB SSD,macOS,2607.14
Apple,Intel i5,8,1TB HDD,FreeDOS,2345.4
Lenovo,AMD Ryzen 9,8,2TB SSD,macOS,3149.09
Dell,Intel i3,64,512GB SSD,FreeDOS,1724.79
Apple,Intel i7,8,256GB SSD,FreeDOS,1760.11
MSI,Intel i7,4,256GB SSD,macOS,1425.95
Acer,Intel i9,8,2TB SSD,macOS,1695.75
Asus,Intel i3,32,1TB SSD,macOS,1598.47
Razer,Intel i7,8,2TB SSD,macOS,2403.88
HP,AMD Ryzen 5,64,1TB HDD,FreeDOS,3495.48
Apple,Intel i5,16,1TB SSD,macOS,2857.06
MSI,Intel i3,4,256GB SSD,macOS,750.17
HP,AMD Ryzen 9,4,256GB SSD,Linux,1197.92
Samsung,Intel i3,32,512GB SSD,FreeDOS,1756.04
MSI,Intel i9,4,2TB SSD,Linux,1888.26
Razer,Intel i5,16,512GB SSD,FreeDOS,2367.48
Razer,AMD Ryzen 7,4,256GB SSD,FreeDOS,1475.32
HP,AMD Ryzen 5,4,256GB SSD,FreeDOS,1629.32
MSI,AMD Ryzen 9,16,1TB SSD,macOS,3309.11
Microsoft,Intel i5,4,2TB SSD,Windows,919.76
Dell,AMD Ryzen 5,32,256GB SSD,Linux,1647.25
Apple,AMD Ryzen 7,32,2TB SSD,FreeDOS,2794.77
Samsung,Intel i7,32,1TB SSD,FreeDOS,2812.46
Microsoft,AMD Ryzen 3,8,2TB SSD,macOS,987.56
Samsung,AMD Ryzen 3,4,2TB SSD,Linux,1308.78
Razer,Intel i3,4,1TB HDD,macOS,1621.38
Lenovo,Intel i9,32,512GB SSD,Linux,4474.82
Asus,AMD Ryzen 3,64,512GB SSD,Windows,1597.08
Microsoft,Intel i7,4,2TB SSD,FreeDOS,1279.81
Lenovo,AMD Ryzen 9,64,256GB SSD,FreeDOS,3644.75
Lenovo,AMD Ryzen 5,8,256GB SSD,macOS,1254.82
Apple,Intel i7,16,2TB SSD,Linux,1972.39
Dell,Intel i3,16,1TB SSD,FreeDOS,811.11
MSI,Intel i3,4,2TB SSD,Linux,1769.63
HP,AMD Ryzen 3,32,1TB HDD,FreeDOS,1457.63
Razer,AMD Ryzen 3,16,512GB SSD,macOS,2423.96
Acer,Intel i3,32,2TB SSD,macOS,995.68
Asus,Intel i7,32,2TB SSD,FreeDOS,3186.93
Samsung,Intel i9,16,1TB HDD,Windows,2814.32
Apple,AMD Ryzen 9,8,2TB SSD,macOS,4385.07
Samsung,Intel i3,64,1TB SSD,Linux,2363.76
MSI,AMD Ryzen 5,4,1TB SSD,Windows,1248.24
Samsung,AMD Ryzen 7,64,1TB HDD,Linux,4450.74
Razer,Intel i5,4,256GB SSD,macOS,1727.2
Microsoft,AMD Ryzen 3,16,2TB SSD,Linux,1009.08
Samsung,AMD Ryzen 7,64,1TB HDD,macOS,1933.3
Dell,AMD Ryzen 5,4,2TB SSD,FreeDOS,797.36
Asus,AMD Ryzen 7,16,2TB SSD,Windows,2184.36
Lenovo,AMD Ryzen 5,32,1TB HDD,macOS,1522.3
Acer,Intel i9,16,1TB HDD,FreeDOS,1342.97
Asus,AMD Ryzen 7,64,512GB SSD,Linux,3197.64
Acer,Intel i9,64,256GB SSD,Linux,5256.2
MSI,AMD Ryzen 5,4,256GB SSD,FreeDOS,1620.5
Microsoft,Intel i7,8,1TB HDD,Windows,774.99
Dell,Intel i7,16,1TB SSD,Linux,2157.22
Samsung,AMD Ryzen 5,4,512GB SSD,Linux,1150.48
Asus,Intel i5,8,512GB SSD,macOS,868.81
HP,AMD Ryzen 9,16,1TB SSD,macOS,3237.16
Microsoft,AMD Ryzen 5,4,512GB SSD,FreeDOS,1196.4
Acer,Intel i7,16,512GB SSD,macOS,1520.46
Dell,Intel i7,64,1TB HDD,Linux,4248.89
Asus,AMD Ryzen 9,8,1TB SSD,Linux,1471
Dell,AMD Ryzen 7,32,1TB SSD,Windows,3533.01
Microsoft,Intel i7,8,256GB SSD,Linux,1595.61
MSI,Intel i5,8,512GB SSD,Windows,1542.2
Lenovo,Intel i9,32,1TB SSD,Linux,2366.93
Razer,Intel i3,4,1TB SSD,macOS,1238.39
Microsoft,AMD Ryzen 9,64,2TB SSD,Windows,3207.38
Samsung,Intel i3,4,1TB SSD,Windows,951.28
Acer,AMD Ryzen 3,8,512GB SSD,Linux,1114.49
Microsoft,Intel i3,8,256GB SSD,Windows,1559.53
Asus,Intel i5,4,1TB HDD,Linux,1365.29
Lenovo,Intel i7,64,256GB SSD,macOS,1759.64
Asus,AMD Ryzen 5,4,256GB SSD,macOS,1481.68
Dell,AMD Ryzen 7,64,512GB SSD,macOS,3742.07
Samsung,Intel i5,32,1TB SSD,FreeDOS,2310.2
Acer,Intel i5,4,2TB SSD,macOS,1577.56
Apple,AMD Ryzen 7,64,2TB SSD,Windows,4354.64
Samsung,Intel i5,16,2TB SSD,Windows,1080.62
Dell,AMD Ryzen 5,4,2TB SSD,Linux,717.59
Razer,AMD Ryzen 9,64,1TB SSD,Linux,6842.84
Asus,Intel i9,64,256GB SSD,FreeDOS,2326.69
Microsoft,AMD Ryzen 3,32,2TB SSD,macOS,1797.92
MSI,Intel i3,8,2TB SSD,Windows,958.31
Apple,AMD Ryzen 9,32,512GB SSD,FreeDOS,3722.93
HP,AMD Ryzen 9,4,1TB SSD,Linux,1716.43
Razer,Intel i7,4,2TB SSD,FreeDOS,1373.56
Razer,Intel i3,16,1TB SSD,macOS,1229.2
Samsung,Intel i3,4,2TB SSD,FreeDOS,906.72
Apple,AMD Ryzen 5,32,256GB SSD,Linux,4220.07
Razer,AMD Ryzen 5,8,512GB SSD,macOS,1169.97
Asus,AMD Ryzen 9,8,2TB SSD,FreeDOS,2417.15
Razer,Intel i9,32,1TB SSD,FreeDOS,3946.65
MSI,AMD Ryzen 5,32,256GB SSD,Windows,3291.69
Microsoft,Intel i7,16,1TB SSD,Windows,1511.17
HP,Intel i7,4,256GB SSD,macOS,987.58
Samsung,Intel i7,32,2TB SSD,macOS,3417.44
Apple,AMD Ryzen 9,4,2TB SSD,Windows,2517.67
Lenovo,Intel i3,16,512GB SSD,Linux,1760.31
Samsung,Intel i9,4,1TB SSD,FreeDOS,1519.16
Microsoft,AMD Ryzen 3,8,1TB HDD,Linux,1055.14
Razer,Intel i7,16,1TB SSD,Linux,2571.54
Samsung,Intel i3,64,256GB SSD,Linux,2232.83
Asus,Intel i9,8,2TB SSD,Windows,2966.87
Samsung,Intel i5,64,256GB SSD,FreeDOS,2921.42
Asus,AMD Ryzen 5,64,2TB SSD,macOS,3084.9
Dell,Intel i5,16,512GB SSD,Windows,2165.01
Acer,AMD Ryzen 5,8,2TB SSD,FreeDOS,1714.97
Apple,AMD Ryzen 5,8,256GB SSD,FreeDOS,2588.74
Lenovo,AMD Ryzen 9,8,512GB SSD,Linux,1778.68
Samsung,AMD Ryzen 7,8,512GB SSD,Windows,1369.25
Razer,AMD Ryzen 3,8,512GB SSD,Windows,1215.25
HP,Intel i9,8,1TB HDD,macOS,1999.03
Asus,Intel i3,64,256GB SSD,FreeDOS,1566.8
Microsoft,Intel i9,32,256GB SSD,macOS,2568.27
Asus,AMD Ryzen 3,16,512GB SSD,Linux,1083.82
HP,AMD Ryzen 7,32,2TB SSD,macOS,2117.78
Razer,Intel i7,4,1TB SSD,FreeDOS,2694.61
Microsoft,AMD Ryzen 5,64,256GB SSD,macOS,2172.33
Acer,AMD Ryzen 3,32,512GB SSD,macOS,1673.55
Razer,Intel i9,4,256GB SSD,FreeDOS,3490.84
Apple,Intel i5,16,1TB HDD,FreeDOS,1569.68
MSI,Intel i7,16,1TB SSD,Linux,3558.43
Razer,Intel i7,16,2TB SSD,FreeDOS,2741.04
Asus,Intel i5,16,512GB SSD,FreeDOS,1562.79
Razer,Intel i9,4,1TB HDD,Linux,1578.65
Dell,Intel i9,64,1TB HDD,macOS,6088.95
Asus,Intel i3,32,256GB SSD,macOS,2287.87
Lenovo,AMD Ryzen 5,4,256GB SSD,Windows,1766.28
MSI,Intel i7,16,512GB SSD,macOS,1943.21
Lenovo,Intel i9,16,256GB SSD,Windows,2331.61
Asus,Intel i5,32,512GB SSD,Linux,1555.41
Dell,AMD Ryzen 3,8,1TB HDD,Windows,1228.3
Samsung,AMD Ryzen 3,16,256GB SSD,Windows,806.13
Lenovo,Intel i9,4,512GB SSD,Linux,2601.17
MSI,AMD Ryzen 9,64,1TB SSD,Linux,4648.73
Apple,Intel i9,64,512GB SSD,macOS,7442.75
Apple,Intel i5,64,512GB SSD,Linux,3094.44
Microsoft,Intel i5,16,1TB HDD,FreeDOS,1407.13
HP,Intel i9,64,1TB SSD,Windows,7295.08
Microsoft,AMD Ryzen 9,16,1TB HDD,Linux,3138.95
Lenovo,Intel i7,32,512GB SSD,macOS,2291.01
Apple,AMD Ryzen 3,64,1TB HDD,Windows,1779.94
Apple,Intel i9,4,512GB SSD,FreeDOS,2321.56
Samsung,AMD Ryzen 9,4,2TB SSD,Windows,2176.79
Dell,AMD Ryzen 5,4,512GB SSD,FreeDOS,1018.58
Asus,Intel i9,16,1TB HDD,Windows,1777.9
Razer,Intel i7,4,256GB SSD,FreeDOS,1287.06
HP,Intel i7,8,2TB SSD,macOS,1836.79
MSI,AMD Ryzen 7,32,256GB SSD,Windows,2451.68
Asus,AMD Ryzen 3,32,256GB SSD,FreeDOS,1184.72
Apple,AMD Ryzen 3,8,512GB SSD,Windows,1251.12
Razer,AMD Ryzen 5,16,512GB SSD,Linux,2141.79
Asus,AMD Ryzen 3,4,1TB SSD,FreeDOS,793.48
Asus,Intel i3,64,2TB SSD,Windows,3622.65
Dell,AMD Ryzen 3,64,512GB SSD,Linux,1905.03
Dell,AMD Ryzen 3,32,512GB SSD,macOS,1917.81
Samsung,Intel i9,64,256GB SSD,Linux,4246.76
Razer,AMD Ryzen 7,32,256GB SSD,Windows,2662.4
Asus,Intel i3,4,256GB SSD,FreeDOS,1015.53
Microsoft,AMD Ryzen 5,8,512GB SSD,macOS,1361.31
Microsoft,AMD Ryzen 9,32,2TB SSD,Windows,3681.85
Samsung,AMD Ryzen 3,8,512GB SSD,macOS,929.34
HP,AMD Ryzen 3,4,512GB SSD,Linux,704.65
Microsoft,AMD Ryzen 3,4,256GB SSD,Windows,794.17
Lenovo,Intel i7,16,2TB SSD,Linux,1407.23
Apple,Intel i7,64,1TB HDD,Linux,3065.64
Acer,AMD Ryzen 5,8,1TB SSD,FreeDOS,1326.34
Asus,Intel i5,8,1TB SSD,FreeDOS,1681.81
Lenovo,AMD Ryzen 9,64,2TB SSD,macOS,3217.09
Dell,Intel i9,4,1TB HDD,Windows,1349.91
Razer,Intel i5,16,1TB SSD,Linux,3107.77
Dell,AMD Ryzen 7,8,2TB SSD,FreeDOS,2229.17
Dell,AMD Ryzen 7,32,256GB SSD,macOS,3644.4
MSI,AMD Ryzen 5,8,1TB SSD,Linux,1388.76
HP,AMD Ryzen 5,32,2TB SSD,Linux,2102.78
Samsung,Intel i5,64,2TB SSD,FreeDOS,4366.83
Apple,Intel i5,64,1TB SSD,macOS,2949.6
Samsung,AMD Ryzen 7,16,1TB SSD,FreeDOS,2814.42
Razer,Intel i7,8,1TB HDD,FreeDOS,1255.77
Samsung,Intel i3,8,1TB SSD,macOS,769.85
Microsoft,Intel i7,4,1TB SSD,FreeDOS,1198.2
Razer,AMD Ryzen 3,4,1TB SSD,macOS,1734.74
Acer,AMD Ryzen 3,32,256GB SSD,Linux,771.81
Dell,AMD Ryzen 3,16,256GB SSD,FreeDOS,1884.65
Microsoft,Intel i5,32,2TB SSD,macOS,2606.17
Asus,AMD Ryzen 9,8,1TB HDD,macOS,1187.43
MSI,Intel i3,32,2TB SSD,Linux,1544.24
Dell,AMD Ryzen 3,4,1TB SSD,Windows,610.1
Asus,AMD Ryzen 3,4,2TB SSD,Linux,877.93
Apple,AMD Ryzen 7,16,1TB SSD,FreeDOS,3726.04
Samsung,Intel i7,4,2TB SSD,FreeDOS,1287.64
Apple,AMD Ryzen 5,4,2TB SSD,Linux,1166.4
Apple,AMD Ryzen 7,8,256GB SSD,Windows,1782.91
Samsung,AMD Ryzen 3,64,1TB SSD,FreeDOS,2609.65
Samsung,Intel i3,32,512GB SSD,macOS,1795.68
Razer,AMD Ryzen 7,4,1TB SSD,FreeDOS,2584.76
Apple,Intel i3,8,1TB SSD,Linux,1061.44
MSI,Intel i5,64,256GB SSD,FreeDOS,3416.85
HP,Intel i5,32,512GB SSD,macOS,2309.9
Razer,Intel i3,8,256GB SSD,FreeDOS,965.95
Razer,Intel i9,64,256GB SSD,Linux,8998.77
Samsung,AMD Ryzen 5,8,256GB SSD,Linux,1365.33
Apple,AMD Ryzen 7,64,512GB SSD,macOS,3312.02
Dell,AMD Ryzen 3,64,512GB SSD,macOS,3650.32
Dell,AMD Ryzen 3,4,2TB SSD,Linux,667.44
MSI,AMD Ryzen 3,32,1TB HDD,FreeDOS,2243
HP,Intel i7,4,1TB HDD,FreeDOS,697.95
Acer,AMD Ryzen 3,16,512GB SSD,FreeDOS,892.87
Apple,AMD Ryzen 3,64,1TB SSD,Linux,1663.83
Asus,AMD Ryzen 9,16,512GB SSD,macOS,1932.27
Acer,AMD Ryzen 7,8,256GB SSD,FreeDOS,1132
HP,Intel i7,64,2TB SSD,FreeDOS,5297.65
Asus,Intel i3,32,256GB SSD,Windows,1309.43
HP,AMD Ryzen 5,32,2TB SSD,Linux,2289.5
Acer,AMD Ryzen 7,32,1TB HDD,Linux,2378.94
Apple,Intel i3,4,1TB HDD,macOS,932.61
Acer,AMD Ryzen 7,4,1TB SSD,Linux,1139.02
Asus,Intel i9,8,256GB SSD,FreeDOS,2155.33
Apple,Intel i7,32,256GB SSD,Linux,5289.62
MSI,Intel i9,64,1TB SSD,macOS,5474.88
Microsoft,AMD Ryzen 7,4,1TB SSD,macOS,1274.41
HP,AMD Ryzen 5,8,256GB SSD,macOS,945.67
Samsung,AMD Ryzen 9,16,1TB SSD,macOS,1216.56
Dell,Intel i5,64,1TB HDD,macOS,2645.43
Razer,AMD Ryzen 3,4,2TB SSD,macOS,851.67
Microsoft,Intel i7,8,1TB SSD,Windows,1586.36
MSI,Intel i7,16,1TB SSD,Windows,2474.58
Dell,Intel i5,4,1TB SSD,FreeDOS,1281.64
Dell,Intel i3,64,1TB HDD,macOS,1891.61
Lenovo,AMD Ryzen 7,16,256GB SSD,Windows,1285.31
Apple,Intel i9,32,1TB HDD,macOS,5579.98
Asus,AMD Ryzen 3,8,256GB SSD,Linux,934.13
Samsung,Intel i7,8,2TB SSD,Windows,1230.63
Razer,AMD Ryzen 3,64,1TB SSD,macOS,4444.37
Acer,Intel i7,32,2TB SSD,FreeDOS,3744.19
Dell,Intel i3,32,512GB SSD,macOS,1074.69
Dell,AMD Ryzen 3,64,1TB HDD,macOS,1689.75
Acer,AMD Ryzen 9,8,512GB SSD,FreeDOS,1385.51
HP,AMD Ryzen 5,8,1TB SSD,macOS,1165.38
MSI,Intel i3,16,1TB HDD,Windows,884.41
Dell,AMD Ryzen 7,4,1TB HDD,Linux,905.13
Acer,Intel i3,32,1TB HDD,FreeDOS,1648.98
Razer,AMD Ryzen 9,8,256GB SSD,Windows,3181.29
Lenovo,Intel i7,4,2TB SSD,Windows,1447.39
Microsoft,AMD Ryzen 7,8,1TB SSD,macOS,1075.3
Samsung,Intel i9,16,512GB SSD,Linux,1650.7
HP,AMD Ryzen 5,4,1TB SSD,FreeDOS,1034.71
MSI,Intel i5,4,2TB SSD,Linux,879.57
Acer,Intel i3,16,2TB SSD,macOS,1476.8
Samsung,AMD Ryzen 7,32,512GB SSD,FreeDOS,1890.25
Acer,Intel i9,16,256GB SSD,FreeDOS,1738.92
Asus,AMD Ryzen 3,8,1TB HDD,Linux,1122.58
HP,AMD Ryzen 3,4,1TB HDD,macOS,781.46
Lenovo,AMD Ryzen 3,64,512GB SSD,Linux,3754.03
Samsung,Intel i3,32,2TB SSD,FreeDOS,2124.34
MSI,Intel i3,16,1TB HDD,Linux,1709.07
Microsoft,AMD Ryzen 9,4,2TB SSD,Windows,1143.2
Razer,AMD Ryzen 9,16,2TB SSD,Windows,2492.43
Apple,AMD Ryzen 5,64,512GB SSD,FreeDOS,3415.68
Apple,AMD Ryzen 7,32,1TB SSD,macOS,3101.03
Apple,Intel i7,16,512GB SSD,FreeDOS,3679.66
Microsoft,Intel i9,4,1TB SSD,Windows,1964.07
HP,AMD Ryzen 5,32,1TB HDD,Windows,1091.05
Microsoft,AMD Ryzen 5,4,1TB HDD,Windows,704.15
HP,Intel i9,64,256GB SSD,Linux,5409.76
Lenovo,Intel i9,64,2TB SSD,FreeDOS,2682.67
Dell,AMD Ryzen 9,4,512GB SSD,Linux,1519.92
Asus,AMD Ryzen 5,16,256GB SSD,Linux,1363.66
Asus,Intel i9,4,2TB SSD,Windows,2362.27
Samsung,Intel i7,64,512GB SSD,Linux,4841.74
MSI,Intel i5,8,512GB SSD,FreeDOS,963.74
HP,AMD Ryzen 5,32,512GB SSD,Linux,1395.52
Apple,Intel i5,64,1TB HDD,Windows,3326.61
Samsung,AMD Ryzen 9,8,1TB SSD,Windows,2224.68
Apple,AMD Ryzen 9,32,512GB SSD,Linux,5410.95
MSI,AMD Ryzen 3,64,1TB SSD,Windows,2632.73
Asus,Intel i3,32,1TB SSD,FreeDOS,1224.69
Microsoft,Intel i3,32,2TB SSD,Linux,1368.59
Samsung,Intel i7,8,1TB HDD,Linux,1079.86
Acer,Intel i5,4,256GB SSD,Linux,1191.94
Apple,Intel i5,4,256GB SSD,FreeDOS,2389.62
Apple,AMD Ryzen 9,64,512GB SSD,macOS,5947.14
Acer,Intel i5,8,2TB SSD,Linux,1683.7
Apple,Intel i5,4,256GB SSD,macOS,2405.5
HP,AMD Ryzen 7,32,256GB SSD,Windows,2525.91
Microsoft,Intel i3,32,256GB SSD,Windows,1199.45
Razer,AMD Ryzen 7,8,256GB SSD,FreeDOS,1442.43
Acer,AMD Ryzen 9,64,1TB SSD,Windows,2929.77
Microsoft,Intel i9,16,256GB SSD,Linux,1701.42
Acer,AMD Ryzen 7,4,1TB HDD,FreeDOS,1549.1
Microsoft,Intel i9,4,512GB SSD,FreeDOS,1365.57
HP,Intel i7,16,256GB SSD,macOS,1227.97
MSI,AMD Ryzen 3,4,1TB SSD,Windows,854.44
Dell,Intel i7,8,2TB SSD,FreeDOS,1428.26
Samsung,AMD Ryzen 7,16,512GB SSD,Windows,852.32
MSI,AMD Ryzen 5,16,256GB SSD,Linux,1353.63
HP,Intel i7,16,1TB HDD,macOS,1688.92
MSI,AMD Ryzen 5,8,2TB SSD,Windows,1265.3
Dell,Intel i3,64,512GB SSD,macOS,2436.73
Microsoft,Intel i9,64,256GB SSD,FreeDOS,4963.4
Microsoft,Intel i5,4,512GB SSD,macOS,718.92
HP,Intel i5,16,2TB SSD,Linux,895.48
Razer,AMD Ryzen 3,8,1TB HDD,FreeDOS,1746.38
Microsoft,AMD Ryzen 9,64,1TB HDD,Linux,2619.26
Lenovo,Intel i3,32,512GB SSD,macOS,1177.32
Apple,AMD Ryzen 7,16,512GB SSD,Windows,2540.59
Apple,Intel i3,16,1TB HDD,Windows,1156.47
HP,Intel i5,64,256GB SSD,Windows,1569.3
Dell,AMD Ryzen 7,32,512GB SSD,Linux,2222.85
Lenovo,Intel i7,32,2TB SSD,Linux,2514.92
Asus,Intel i9,64,512GB SSD,FreeDOS,5451.03
Apple,AMD Ryzen 7,32,2TB SSD,Windows,4195.53
Microsoft,AMD Ryzen 9,64,2TB SSD,macOS,6674.17
HP,Intel i9,8,256GB SSD,FreeDOS,2690.33
Dell,Intel i3,4,1TB SSD,macOS,824.55
Microsoft,AMD Ryzen 9,8,2TB SSD,Linux,2934.74
Acer,Intel i5,4,1TB HDD,FreeDOS,354.84
Dell,AMD Ryzen 9,64,2TB SSD,Windows,3983.54
Acer,AMD Ryzen 5,4,256GB SSD,Linux,1578.46
Microsoft,Intel i9,32,1TB HDD,FreeDOS,2831.46
Acer,AMD Ryzen 7,16,1TB SSD,Windows,911.27
HP,AMD Ryzen 3,8,512GB SSD,macOS,1602.44
Asus,AMD Ryzen 3,8,1TB SSD,macOS,1022.24
HP,AMD Ryzen 9,8,256GB SSD,Windows,1560.77
Dell,Intel i7,32,1TB HDD,Linux,1531.29
Apple,AMD Ryzen 3,8,1TB SSD,Linux,1275.98
Microsoft,AMD Ryzen 7,8,512GB SSD,Linux,1611.13
Dell,Intel i9,64,2TB SSD,macOS,7274.69
MSI,AMD Ryzen 7,8,1TB HDD,macOS,2352.56
Asus,Intel i5,16,1TB HDD,FreeDOS,1144.76
Acer,Intel i5,8,512GB SSD,Windows,930.93
MSI,Intel i5,8,512GB SSD,Windows,1899.12
Samsung,AMD Ryzen 5,4,2TB SSD,Windows,1038.33
Asus,AMD Ryzen 5,16,1TB SSD,Linux,876.59
Apple,AMD Ryzen 3,4,1TB HDD,FreeDOS,1274.16
Apple,AMD Ryzen 3,4,1TB SSD,Linux,1992.07
Dell,Intel i7,64,256GB SSD,Windows,3596.02
Microsoft,AMD Ryzen 7,32,256GB SSD,macOS,2266.47
Asus,Intel i7,16,2TB SSD,FreeDOS,1383.78
Razer,AMD Ryzen 7,32,256GB SSD,macOS,2803.03
Samsung,AMD Ryzen 9,64,1TB HDD,macOS,3009.28
MSI,AMD Ryzen 7,16,2TB SSD,FreeDOS,3256.52
Razer,Intel i5,32,2TB SSD,macOS,1324.17
Samsung,Intel i3,64,1TB HDD,Windows,1619.69
Lenovo,AMD Ryzen 9,16,2TB SSD,macOS,1896.35
Asus,Intel i9,4,2TB SSD,Linux,1638.33
HP,Intel i3,32,1TB SSD,macOS,1238.66
Asus,Intel i9,4,1TB SSD,FreeDOS,1515.52
Samsung,AMD Ryzen 3,64,512GB SSD,FreeDOS,2016.66
HP,Intel i9,4,512GB SSD,FreeDOS,2424.35
Apple,AMD Ryzen 3,64,1TB HDD,macOS,4033.23
Samsung,AMD Ryzen 3,32,256GB SSD,FreeDOS,1064.93
MSI,AMD Ryzen 5,32,512GB SSD,Windows,2782.55
Razer,Intel i3,16,512GB SSD,macOS,1079.89
Dell,AMD Ryzen 5,4,256GB SSD,macOS,791.62
Lenovo,AMD Ryzen 9,16,2TB SSD,macOS,1667.01
Acer,Intel i9,8,512GB SSD,macOS,1761.31
Lenovo,Intel i9,64,512GB SSD,Windows,4030.86
HP,Intel i9,8,256GB SSD,Windows,2401.96
Apple,Intel i7,4,1TB SSD,Linux,3080.89
Samsung,AMD Ryzen 3,4,256GB SSD,Linux,825.15
Microsoft,AMD Ryzen 9,16,512GB SSD,Windows,2491.74
Asus,AMD Ryzen 9,32,2TB SSD,FreeDOS,3025.7
Apple,Intel i5,4,1TB HDD,FreeDOS,1572.59
Apple,Intel i7,4,1TB SSD,Linux,2277.8
Microsoft,Intel i7,32,512GB SSD,Linux,2777.04
Apple,Intel i3,64,1TB HDD,macOS,4127.16
Microsoft,Intel i3,4,512GB SSD,Linux,1324.61
MSI,Intel i7,32,1TB SSD,Windows,3398.49
Lenovo,AMD Ryzen 5,8,2TB SSD,Windows,1140.05
Dell,Intel i3,4,512GB SSD,Linux,668.39
Apple,Intel i5,32,1TB HDD,Windows,2147.95
Acer,Intel i7,64,1TB SSD,macOS,5283.74
Samsung,AMD Ryzen 7,16,1TB HDD,FreeDOS,1963.54
Apple,Intel i7,32,2TB SSD,macOS,2360.93
HP,AMD Ryzen 7,32,512GB SSD,macOS,1728.78
HP,Intel i9,32,1TB HDD,Linux,3958.15
Apple,AMD Ryzen 5,64,256GB SSD,Linux,5951.82
MSI,AMD Ryzen 5,64,1TB HDD,FreeDOS,2686.26
Samsung,Intel i5,8,1TB SSD,macOS,1948.04
Razer,AMD Ryzen 3,8,512GB SSD,Linux,1318.24
Dell,AMD Ryzen 7,16,256GB SSD,Linux,2793.78
Asus,AMD Ryzen 3,8,1TB HDD,FreeDOS,741.69
Apple,AMD Ryzen 3,64,1TB HDD,macOS,4201.18
Samsung,AMD Ryzen 3,4,1TB HDD,Linux,1003.25
MSI,AMD Ryzen 9,64,2TB SSD,macOS,4646.55
Acer,Intel i5,16,1TB HDD,Linux,1089.62
Samsung,AMD Ryzen 9,4,256GB SSD,FreeDOS,1923.09
Lenovo,Intel i9,4,2TB SSD,Linux,1790.36
Dell,Intel i9,64,2TB SSD,macOS,7036.9
Dell,Intel i7,32,512GB SSD,Windows,2227.31
MSI,Intel i7,8,2TB SSD,FreeDOS,1868.07
Samsung,Intel i7,64,2TB SSD,FreeDOS,5290.76
Razer,AMD Ryzen 7,4,2TB SSD,Windows,1263.73
HP,Intel i9,32,1TB HDD,Windows,4052.55
Acer,Intel i5,8,1TB SSD,Windows,1322.76
MSI,Intel i9,16,1TB HDD,Windows,2510.72
Lenovo,Intel i3,4,1TB HDD,FreeDOS,441.65
Samsung,AMD Ryzen 5,8,1TB SSD,macOS,931.46
Asus,Intel i5,8,2TB SSD,Windows,998.84
Asus,AMD Ryzen 5,8,2TB SSD,Windows,1163.99
Apple,AMD Ryzen 3,4,512GB SSD,Windows,1602.6
HP,Intel i9,16,256GB SSD,Linux,3327.58
Acer,Intel i5,32,1TB HDD,Linux,1166.7
Lenovo,Intel i9,64,2TB SSD,FreeDOS,4326.73
Samsung,AMD Ryzen 5,8,2TB SSD,FreeDOS,1877.43
HP,AMD Ryzen 7,32,512GB SSD,FreeDOS,3331.7
HP,AMD Ryzen 9,64,2TB SSD,FreeDOS,4387.54
Razer,AMD Ryzen 7,4,2TB SSD,macOS,2719.47
